Distributor Name,Location,Vertical,Annual Sales Range,ARR Band,# of Products,Starting MRR,Ending MRR,MRR Growth,% MRR Growth,Starting ARR,Ending ARR,Segment
Lynn Supply Co.,"Lake Tanyaview, WI, US",Produce,$50mm - $100mm,$100k - $250k,2,"$10,120","$12,700","$2,580",0.25489999999999996,"$121,440",152400,Strategic Accounts
Sanders Logistics,"New Debramouth, NC, US",Jan-San,$25mm - $50mm,$25k - $50k,2,"$3,107","$3,903",$796,0.2562,"$37,284",46836,Growth Accounts
Whitehead Logistics,"Manuelton, SC, US",Broadline,$25mm - $50mm,$50 - $75k,1,"$4,657","$5,858","$1,201",0.2579,"$55,884",70296,Growth Accounts
West Distribution,"Port Michael, WI, US",Broadline,$50mm - $100mm,$100k - $250k,2,"$8,498","$10,693","$2,195",0.2583,"$101,976",128316,Strategic Accounts
Bray Enterprises,"North Alexander, WA, US",C-Store,$50mm - $100mm,$75k - $100k,2,"$6,576","$8,280","$1,704",0.2591,"$78,912",99360,Growth Accounts
Alvarez Logistics,"West Ruben, AK, US",Specialty,$100mm - $250mm,$100k - $250k,1,"$14,781","$18,612","$3,831",0.25920000000000004,"$177,372",223344,Strategic Accounts
Durham Supply Co.,"West Jessica, NY, US",C-Store,$25mm - $50mm,$50 - $75k,2,"$5,805","$7,314","$1,509",0.25989999999999996,"$69,660",87768,Growth Accounts
Montoya Enterprises,"Stewartstad, ME, US",C-Store,$50mm - $100mm,$50 - $75k,1,"$4,770","$6,010","$1,240",0.26,"$57,240",72120,Growth Accounts
Pierce Foods,"Taylorhaven, CA, US",Seafood,$10mm - $25mm,$10k - $25k,1,$843,"$1,063",$220,0.261,"$10,116",12756,Growth Accounts
Alexander Foods,"Robertahaven, MD, US",Meat,$50mm - $100mm,$25k - $50k,4,"$3,599","$4,540",$941,0.2615,"$43,188",54480,Growth Accounts
Wilson Enterprises,"North Ericport, RI, US",Meat,$500mm - $1bn,$250k+,3,"$33,176","$41,874","$8,698",0.2622,"$398,112",502488,Strategic Accounts
Hunter Foods,"Valenciashire, NB, Canada",Broadline,$100mm - $250mm,$75k - $100k,1,"$6,277","$7,928","$1,651",0.263,"$75,324",95136,Growth Accounts
Orr Supply Co.,"Smithhaven, VT, US",Bakery,$10mm - $25mm,$50 - $75k,1,"$5,864","$7,407","$1,543",0.2631,"$70,368",88884,Growth Accounts
Parsons Supply Co.,"Dariustown, PE, Canada",Seafood,$50mm - $100mm,$10k - $25k,1,"$1,450","$1,832",$382,0.2634,"$17,400",21984,Growth Accounts
Lawrence Logistics,"Stephentown, PA, US",Seafood,$25mm - $50mm,$25k - $50k,1,"$3,943","$4,984","$1,041",0.264,"$47,316",59808,Growth Accounts
Moran Foods,"East Jenniferfort, MD, US",Specialty,$50mm - $100mm,$25k - $50k,1,"$2,192","$2,771",$579,0.2641,"$26,304",33252,Growth Accounts
House Foods,"Shawton, WV, US",Broadline,< $10mm,$25k - $50k,2,"$3,429","$4,335",$906,0.2642,"$41,148",52020,Growth Accounts
White Enterprises,"Moonmouth, ME, US",Jan-San,$1bn+,$75k - $100k,1,"$6,779","$8,572","$1,793",0.2645,"$81,348",102864,Strategic Accounts
Martinez Supply Co.,"Jamiehaven, SK, Canada",Broadline,$25mm - $50mm,$75k - $100k,1,"$6,396","$8,092","$1,696",0.2652,"$76,752",97104,Growth Accounts
Carter Supply Co.,"South Trevor, NE, US",Broadline,$25mm - $50mm,$50 - $75k,1,"$5,486","$6,942","$1,456",0.26539999999999997,"$65,832",83304,Growth Accounts
Oliver Enterprises,"Adammouth, ON, Canada",Specialty,$25mm - $50mm,$25k - $50k,1,"$2,424","$3,068",$644,0.2657,"$29,088",36816,Growth Accounts
Herrera Distribution,"East Marymouth, MI, US",Jan-San,< $10mm,$10k - $25k,1,"$2,043","$2,586",$543,0.2658,"$24,516",31032,Growth Accounts
Lopez Supply Co.,"Randyton, NY, US",Meat,$10mm - $25mm,$50 - $75k,1,"$5,432","$6,876","$1,444",0.2658,"$65,184",82512,Growth Accounts
Williams Logistics,"New Sarahview, OR, US",Meat,$100mm - $250mm,$100k - $250k,4,"$10,448","$13,226","$2,778",0.2659,"$125,376",158712,Strategic Accounts
Alvarado Distribution,"Huangfurt, NC, US",Coffee,$100mm - $250mm,$50 - $75k,2,"$5,028","$6,371","$1,343",0.2671,"$60,336",76452,Growth Accounts
Perez Enterprises,"North Rebecca, SC, US",Meat,$10mm - $25mm,$25k - $50k,2,"$4,147","$5,255","$1,108",0.2672,"$49,764",63060,Growth Accounts
Smith Logistics,"Kellieborough, AZ, US",Produce,$10mm - $25mm,$10k - $25k,2,$882,"$1,119",$237,0.2687,"$10,584",13428,Growth Accounts
Bryant Distribution,"South Martinfurt, ID, US",C-Store,$10mm - $25mm,$25k - $50k,3,"$2,285","$2,899",$614,0.2687,"$27,420",34788,Growth Accounts
Smith Logistics,"Candicefurt, HI, US",C-Store,< $10mm,$10k - $25k,2,"$1,264","$1,604",$340,0.26899999999999996,"$15,168",19248,Growth Accounts
Morales Foods,"Lake Stephanie, WA, US",Broadline,$50mm - $100mm,$50 - $75k,3,"$5,385","$6,842","$1,457",0.2706,"$64,620",82104,Growth Accounts
Walker Enterprises,"North Samuelland, MA, US",Jan-San,< $10mm,$10k - $25k,1,"$1,073","$1,364",$291,0.2712,"$12,876",16368,Growth Accounts
Ruiz Supply Co.,"North Annaville, MA, US",Broadline,$10mm - $25mm,$50 - $75k,1,"$4,584","$5,832","$1,248",0.2723,"$55,008",69984,Growth Accounts
Byrd Foods,"Glassburgh, MA, US",Broadline,$25mm - $50mm,$75k - $100k,3,"$7,309","$9,302","$1,993",0.2727,"$87,708",111624,Strategic Accounts
Cook Enterprises,"Juanfort, FL, US",Produce,$10mm - $25mm,$50 - $75k,2,"$6,076","$7,733","$1,657",0.2727,"$72,912",92796,Growth Accounts
Tran Logistics,"Sarahview, MA, US",Jan-San,$1bn+,$250k+,2,"$31,696","$40,343","$8,647",0.2728,"$380,352",484116,Strategic Accounts
Bowen Enterprises,"South Vanessa, NC, US",Meat,$100mm - $250mm,$100k - $250k,1,"$8,933","$11,384","$2,451",0.27440000000000003,"$107,196",136608,Strategic Accounts
Wilson Enterprises,"New Adamland, NV, US",Broadline,$25mm - $50mm,$75k - $100k,1,"$7,477","$9,530","$2,053",0.2746,"$89,724",114360,Strategic Accounts
Spears Foods,"Davishaven, MO, US",Broadline,< $10mm,$10k - $25k,2,"$1,595","$2,033",$438,0.2746,"$19,140",24396,Growth Accounts
Leonard Foods,"Harperfort, CA, US",Meat,< $10mm,$25k - $50k,1,"$3,597","$4,585",$988,0.2747,"$43,164",55020,Growth Accounts
Frost Distribution,"Kimberlyfurt, OR, US",Broadline,$10mm - $25mm,$10k - $25k,2,$889,"$1,134",$245,0.2756,"$10,668",13608,Growth Accounts
Adams Supply Co.,"Starktown, NV, US",C-Store,$1bn+,$250k+,1,"$29,700","$37,905","$8,205",0.2763,"$356,400",454860,Strategic Accounts
Rodriguez Supply Co.,"New Adriana, AB, Canada",Broadline,$25mm - $50mm,$50 - $75k,2,"$4,578","$5,846","$1,268",0.27699999999999997,"$54,936",70152,Growth Accounts
Dominguez Distribution,"Lake Jasonview, SD, US",Seafood,$50mm - $100mm,$50 - $75k,2,"$5,751","$7,346","$1,595",0.2773,"$69,012",88152,Growth Accounts
Johnson Enterprises,"Anthonyview, MD, US",Meat,$250mm - $500mm,$100k - $250k,2,"$13,858","$17,708","$3,850",0.2778,"$166,296",212496,Strategic Accounts
Snyder Enterprises,"New Bruce, IA, US",Produce,< $10mm,$25k - $50k,4,"$3,991","$5,100","$1,109",0.2779,"$47,892",61200,Growth Accounts
Terry Enterprises,"East Jessica, VT, US",Specialty,< $10mm,$25k - $50k,2,"$3,941","$5,038","$1,097",0.2784,"$47,292",60456,Growth Accounts
Hernandez Enterprises,"North Conniemouth, CA, US",Coffee,$25mm - $50mm,$25k - $50k,1,"$2,834","$3,627",$793,0.2798,"$34,008",43524,Growth Accounts
Fernandez Supply Co.,"Garciachester, OR, US",Specialty,$1bn+,$250k+,1,"$24,206","$30,997","$6,791",0.28059999999999996,"$290,472",371964,Strategic Accounts
Chavez Enterprises,"Dennishaven, NH, US",Broadline,$25mm - $50mm,$50 - $75k,1,"$4,865","$6,230","$1,365",0.28059999999999996,"$58,380",74760,Growth Accounts
Parker Supply Co.,"East Jennifer, CA, US",Jan-San,$500mm - $1bn,$250k+,1,"$22,016","$28,197","$6,181",0.2808,"$264,192",338364,Strategic Accounts
Gomez Distribution,"South Billyview, MT, US",Meat,$50mm - $100mm,$25k - $50k,1,"$3,449","$4,420",$971,0.2815,"$41,388",53040,Growth Accounts
Woods Distribution,"Katiebury, ME, US",C-Store,$10mm - $25mm,$50 - $75k,1,"$5,481","$7,026","$1,545",0.28190000000000004,"$65,772",84312,Growth Accounts
Landry Enterprises,"Lorihaven, MO, US",Ice Cream,$25mm - $50mm,$50 - $75k,1,"$6,153","$7,888","$1,735",0.282,"$73,836",94656,Growth Accounts
Davis Foods,"East Robertburgh, ON, Canada",Seafood,$10mm - $25mm,$50 - $75k,3,"$5,592","$7,170","$1,578",0.2822,"$67,104",86040,Growth Accounts
Burke Distribution,"Kimberlytown, KY, US",Produce,$10mm - $25mm,$50 - $75k,2,"$6,040","$7,749","$1,709",0.2829,"$72,480",92988,Growth Accounts
Riley Supply Co.,"Barajastown, NE, US",Seafood,$25mm - $50mm,$10k - $25k,2,"$1,812","$2,325",$513,0.28309999999999996,"$21,744",27900,Growth Accounts
Moon Supply Co.,"Bakerfort, MO, US",Jan-San,$25mm - $50mm,$25k - $50k,1,"$3,121","$4,005",$884,0.2832,"$37,452",48060,Growth Accounts
Brennan Distribution,"Cherylberg, MO, US",Broadline,$10mm - $25mm,$50 - $75k,1,"$4,924","$6,319","$1,395",0.2833,"$59,088",75828,Growth Accounts
Daniel Logistics,"North Jillfort, MN, US",Produce,$500mm - $1bn,$50 - $75k,1,"$5,051","$6,485","$1,434",0.2839,"$60,612",77820,Growth Accounts
Robertson Logistics,"East Nathanmouth, IL, US",Produce,$10mm - $25mm,$50 - $75k,2,"$4,959","$6,368","$1,409",0.2841,"$59,508",76416,Growth Accounts
Donovan Enterprises,"East Carrie, PA, US",Produce,$100mm - $250mm,$100k - $250k,2,"$13,066","$16,781","$3,715",0.2843,"$156,792",201372,Strategic Accounts
Phelps Distribution,"Maryfort, MO, US",Broadline,$500mm - $1bn,$50 - $75k,1,"$4,536","$5,830","$1,294",0.2853,"$54,432",69960,Growth Accounts
Shelton Enterprises,"Mckinneymouth, NJ, US",Produce,$50mm - $100mm,$50 - $75k,1,"$4,324","$5,560","$1,236",0.2858,"$51,888",66720,Growth Accounts
Murray Logistics,"Lake Amanda, PE, Canada",C-Store,$10mm - $25mm,$25k - $50k,2,"$3,780","$4,861","$1,081",0.28600000000000003,"$45,360",58332,Growth Accounts
Hopkins Enterprises,"Tylerside, OK, US",Coffee,$50mm - $100mm,$50 - $75k,3,"$6,203","$7,977","$1,774",0.28600000000000003,"$74,436",95724,Growth Accounts
Perkins Distribution,"New Dennisfurt, WY, US",Jan-San,$25mm - $50mm,$75k - $100k,1,"$8,076","$10,386","$2,310",0.28600000000000003,"$96,912",124632,Strategic Accounts
Duarte Enterprises,"North Erica, MN, US",Jan-San,$10mm - $25mm,$50 - $75k,4,"$5,813","$7,476","$1,663",0.2861,"$69,756",89712,Growth Accounts
Miller Enterprises,"New Diane, MO, US",Broadline,$250mm - $500mm,$100k - $250k,2,"$13,137","$16,900","$3,763",0.2864,"$157,644",202800,Strategic Accounts
Johnson Supply Co.,"South Derrickfurt, MD, US",Broadline,< $10mm,$25k - $50k,3,"$2,898","$3,729",$831,0.2867,"$34,776",44748,Growth Accounts
Santiago Distribution,"South Michaeltown, CO, US",C-Store,< $10mm,$25k - $50k,3,"$2,803","$3,607",$804,0.2868,"$33,636",43284,Growth Accounts
Cannon Foods,"Brownfort, MN, US",Produce,$25mm - $50mm,$50 - $75k,2,"$5,712","$7,351","$1,639",0.2869,"$68,544",88212,Growth Accounts
Peterson Supply Co.,"East Linda, WV, US",Ice Cream,$50mm - $100mm,$100k - $250k,2,"$11,756","$15,136","$3,380",0.2875,"$141,072",181632,Strategic Accounts
Barnes Distribution,"Mooreshire, OH, US",Meat,$25mm - $50mm,$50 - $75k,1,"$4,556","$5,866","$1,310",0.2875,"$54,672",70392,Growth Accounts
Webb Foods,"New Amy, VA, US",Produce,$50mm - $100mm,$75k - $100k,1,"$6,453","$8,309","$1,856",0.2876,"$77,436",99708,Growth Accounts
Martinez Foods,"Gabriellefort, IA, US",Produce,$10mm - $25mm,$50 - $75k,1,"$4,209","$5,420","$1,211",0.2877,"$50,508",65040,Growth Accounts
Graham Enterprises,"South Stephanie, VT, US",Meat,$25mm - $50mm,$50 - $75k,2,"$4,690","$6,040","$1,350",0.2878,"$56,280",72480,Growth Accounts
Lopez Supply Co.,"Port Jeffrey, KS, US",Ice Cream,< $10mm,$10k - $25k,1,"$1,876","$2,419",$543,0.2894,"$22,512",29028,Growth Accounts
Cowan Logistics,"Dawnport, MN, US",Broadline,$10mm - $25mm,$50 - $75k,1,"$5,661","$7,304","$1,643",0.2902,"$67,932",87648,Growth Accounts
Ferguson Enterprises,"Crawfordfurt, MT, US",Broadline,$1bn+,$100k - $250k,1,"$17,824","$22,998","$5,174",0.2903,"$213,888",275976,Strategic Accounts
Moore Enterprises,"Lake Lisa, MT, US",Jan-San,< $10mm,$25k - $50k,3,"$3,481","$4,493","$1,012",0.2907,"$41,772",53916,Growth Accounts
Gonzalez Foods,"East Judyhaven, TX, US",Broadline,< $10mm,$10k - $25k,1,$853,"$1,101",$248,0.2907,"$10,236",13212,Growth Accounts
Smith Logistics,"South Jennifermouth, PE, Canada",Produce,< $10mm,$25k - $50k,2,"$2,359","$3,047",$688,0.2916,"$28,308",36564,Growth Accounts
Guerrero Supply Co.,"Mooreville, OH, US",Produce,< $10mm,$25k - $50k,4,"$2,354","$3,042",$688,0.2923,"$28,248",36504,Growth Accounts
Cordova Distribution,"Madisonhaven, MI, US",Specialty,$10mm - $25mm,$50 - $75k,3,"$4,335","$5,602","$1,267",0.2923,"$52,020",67224,Growth Accounts
Kane Logistics,"Lake Sarah, KS, US",Meat,$10mm - $25mm,$25k - $50k,1,"$2,445","$3,160",$715,0.2924,"$29,340",37920,Growth Accounts
Tran Distribution,"Lake Tylerport, KS, US",C-Store,$100mm - $250mm,$100k - $250k,2,"$12,043","$15,573","$3,530",0.29309999999999997,"$144,516",186876,Strategic Accounts
Davis Foods,"Rossville, QC, Canada",Seafood,$100mm - $250mm,$100k - $250k,2,"$12,195","$15,772","$3,577",0.2933,"$146,340",189264,Strategic Accounts
Warner Logistics,"Port Kayla, AB, Canada",C-Store,$25mm - $50mm,$25k - $50k,2,"$2,314","$2,993",$679,0.2934,"$27,768",35916,Growth Accounts
Gutierrez Logistics,"Port Ashley, VA, US",Seafood,$25mm - $50mm,$10k - $25k,1,"$1,529","$1,979",$450,0.2943,"$18,348",23748,Growth Accounts
Gibson Enterprises,"Wendyfort, CO, US",Bakery,$50mm - $100mm,$75k - $100k,2,"$7,824","$10,127","$2,303",0.2944,"$93,888",121524,Strategic Accounts
Reynolds Logistics,"Evansfurt, ME, US",Specialty,$50mm - $100mm,$100k - $250k,1,"$9,842","$12,743","$2,901",0.2948,"$118,104",152916,Strategic Accounts
Miller Supply Co.,"North Jonathanberg, GA, US",Specialty,$50mm - $100mm,$50 - $75k,1,"$5,383","$6,970","$1,587",0.2948,"$64,596",83640,Growth Accounts
Adkins Supply Co.,"Heatherhaven, TN, US",Produce,$50mm - $100mm,$50 - $75k,1,"$4,347","$5,630","$1,283",0.29510000000000003,"$52,164",67560,Growth Accounts
Collins Supply Co.,"North Michael, NJ, US",Broadline,$100mm - $250mm,$100k - $250k,1,"$16,739","$21,692","$4,953",0.2959,"$200,868",260304,Strategic Accounts
Baker Logistics,"Lake Elizabeth, NE, US",Meat,$50mm - $100mm,$100k - $250k,2,"$9,930","$12,878","$2,948",0.2969,"$119,160",154536,Strategic Accounts
Hurst Foods,"Marieland, PE, Canada",Broadline,$100mm - $250mm,$100k - $250k,2,"$10,618","$13,772","$3,154",0.297,"$127,416",165264,Strategic Accounts
Garcia Supply Co.,"Lake Karen, MB, Canada",Specialty,$100mm - $250mm,$75k - $100k,1,"$7,888","$10,235","$2,347",0.2975,"$94,656",122820,Strategic Accounts
Smith Enterprises,"Port Samuel, IN, US",Broadline,$50mm - $100mm,$75k - $100k,2,"$7,317","$9,495","$2,178",0.2977,"$87,804",113940,Strategic Accounts
Johnson Enterprises,"Bethshire, WA, US",Broadline,$50mm - $100mm,$50 - $75k,1,"$5,025","$6,527","$1,502",0.2989,"$60,300",78324,Growth Accounts
Schmidt Distribution,"Lake Emily, MD, US",Specialty,$50mm - $100mm,$25k - $50k,1,"$2,400","$3,118",$718,0.2992,"$28,800",37416,Growth Accounts
Bowman Foods,"Charleston, TX, US",Broadline,$1bn+,$50 - $75k,1,"$4,733","$6,150","$1,417",0.2994,"$56,796",73800,Growth Accounts
Welch Distribution,"Morganburgh, NJ, US",Jan-San,< $10mm,$10k - $25k,1,"$1,394","$1,813",$419,0.3006,"$16,728",21756,Growth Accounts
Jimenez Supply Co.,"West Connor, OH, US",Seafood,$250mm - $500mm,$250k+,1,"$22,477","$29,276","$6,799",0.3025,"$269,724",351312,Strategic Accounts
Garcia Enterprises,"North Dawnburgh, OK, US",Seafood,$100mm - $250mm,$100k - $250k,1,"$9,915","$12,918","$3,003",0.3029,"$118,980",155016,Strategic Accounts
Jones Supply Co.,"Prestonmouth, RI, US",Produce,$100mm - $250mm,$75k - $100k,1,"$7,973","$10,435","$2,462",0.30879999999999996,"$95,676",125220,Strategic Accounts
Ware Logistics,"Wilcoxhaven, TN, US",Broadline,$50mm - $100mm,$25k - $50k,3,"$2,717","$3,587",$870,0.32020000000000004,"$32,604",43044,Growth Accounts
Salazar Supply Co.,"Danielshire, FL, US",Specialty,< $10mm,< $10k,2,$727,$960,$233,0.32049999999999995,"$8,724",11520,Growth Accounts
Riggs Logistics,"Lake Peter, WA, US",Broadline,$10mm - $25mm,$75k - $100k,2,"$6,713","$9,121","$2,408",0.35869999999999996,"$80,556",109452,Strategic Accounts
May Foods,"South Kevin, NC, US",Produce,$1bn+,$100k - $250k,1,"$9,212","$12,583","$3,371",0.36590000000000006,"$110,544",150996,Strategic Accounts
Spence Foods,"West Karen, GA, US",Broadline,$50mm - $100mm,$50 - $75k,3,"$5,314","$7,298","$1,984",0.3734,"$63,768",87576,Growth Accounts
Martin Supply Co.,"Davidfort, MO, US",Broadline,$25mm - $50mm,$75k - $100k,1,"$8,231","$11,399","$3,168",0.3849,"$98,772",136788,Strategic Accounts
Osborne Enterprises,"Christopherburgh, DE, US",Produce,$100mm - $250mm,$50 - $75k,1,"$4,756","$6,630","$1,874",0.39399999999999996,"$57,072",79560,Growth Accounts
Gonzalez Foods,"Amyberg, OR, US",Broadline,$10mm - $25mm,$10k - $25k,2,$881,"$1,235",$354,0.4018,"$10,572",14820,Growth Accounts
Walter Logistics,"Port Michael, FL, US",Broadline,< $10mm,$25k - $50k,1,"$3,995","$5,612","$1,617",0.4048,"$47,940",67344,Growth Accounts
Rivera Logistics,"North Sherry, ID, US",Broadline,$50mm - $100mm,$100k - $250k,3,"$10,334","$14,646","$4,312",0.41729999999999995,"$124,008",175752,Strategic Accounts
Flynn Foods,"Millerfort, WA, US",Seafood,$250mm - $500mm,$100k - $250k,1,"$10,543","$14,959","$4,416",0.4189,"$126,516",179508,Strategic Accounts
Snyder Distribution,"North Jacob, MB, Canada",Broadline,$1bn+,$250k+,3,"$45,643","$64,853","$19,210",0.42090000000000005,"$547,716",778236,Strategic Accounts
Gaines Foods,"Mckeeborough, NY, US",Jan-San,$25mm - $50mm,$75k - $100k,1,"$6,894","$9,983","$3,089",0.4481,"$82,728",119796,Strategic Accounts
Chavez Supply Co.,"Lake Matthewberg, MB, Canada",Broadline,$50mm - $100mm,$50 - $75k,2,"$4,801","$6,980","$2,179",0.4539,"$57,612",83760,Growth Accounts
Bender Foods,"North Elizabethside, AR, US",Meat,$100mm - $250mm,$50 - $75k,2,"$5,590","$8,196","$2,606",0.46619999999999995,"$67,080",98352,Growth Accounts
Jefferson Supply Co.,"Deannabury, AB, Canada",Coffee,$10mm - $25mm,$50 - $75k,1,"$5,951","$8,897","$2,946",0.495,"$71,412",106764,Strategic Accounts
Johnson Enterprises,"Marieborough, WI, US",Produce,< $10mm,$10k - $25k,1,"$1,679","$2,522",$843,0.5021,"$20,148",30264,Growth Accounts
Mitchell Foods,"Lisaview, IL, US",Specialty,$100mm - $250mm,$100k - $250k,4,"$15,516","$23,737","$8,221",0.5297999999999999,"$186,192",284844,Strategic Accounts
Gonzalez Foods,"East Jason, WY, US",Jan-San,$25mm - $50mm,$25k - $50k,2,"$2,977","$4,560","$1,583",0.5317000000000001,"$35,724",54720,Growth Accounts
Holt Distribution,"Haynesstad, ME, US",Broadline,$100mm - $250mm,$100k - $250k,2,"$16,847","$25,905","$9,058",0.5377000000000001,"$202,164",310860,Strategic Accounts
Hall Supply Co.,"Larrymouth, NH, US",Produce,$500mm - $1bn,$50 - $75k,1,"$4,276","$6,634","$2,358",0.5514,"$51,312",79608,Growth Accounts
Perry Logistics,"North Joseph, NY, US",C-Store,$100mm - $250mm,$100k - $250k,1,"$12,341","$19,187","$6,846",0.5547,"$148,092",230244,Strategic Accounts
Roberts Enterprises,"Figueroahaven, IL, US",Broadline,$25mm - $50mm,$50 - $75k,1,"$4,738","$7,431","$2,693",0.5684,"$56,856",89172,Growth Accounts
Gray Distribution,"New Danielleshire, AR, US",Broadline,$10mm - $25mm,$10k - $25k,1,$959,"$1,505",$546,0.5693,"$11,508",18060,Growth Accounts
Flynn Supply Co.,"Hannahport, MS, US",C-Store,$10mm - $25mm,$25k - $50k,1,"$3,095","$4,916","$1,821",0.5884,"$37,140",58992,Growth Accounts
Carney Distribution,"Lisaburgh, AK, US",Ice Cream,$50mm - $100mm,$25k - $50k,2,"$3,065","$4,897","$1,832",0.5977,"$36,780",58764,Growth Accounts
Rodriguez Distribution,"Michaelbury, FL, US",Produce,$25mm - $50mm,$50 - $75k,1,"$5,830","$9,352","$3,522",0.6041,"$69,960",112224,Strategic Accounts
Wilson Logistics,"Johnsonton, BC, Canada",Broadline,$25mm - $50mm,$50 - $75k,1,"$6,139","$9,924","$3,785",0.6164999999999999,"$73,668",119088,Strategic Accounts
Walters Logistics,"South Pamelamouth, VA, US",Coffee,$250mm - $500mm,$100k - $250k,2,"$9,996","$16,243","$6,247",0.6249,"$119,952",194916,Strategic Accounts
Suarez Distribution,"Shawfort, SK, Canada",Bakery,$100mm - $250mm,$100k - $250k,2,"$17,477","$28,480","$11,003",0.6296,"$209,724",341760,Strategic Accounts
Henderson Distribution,"North Tracie, IA, US",Broadline,< $10mm,$25k - $50k,1,"$2,159","$3,542","$1,383",0.6406000000000001,"$25,908",42504,Growth Accounts
Powell Logistics,"New Arthurland, CT, US",C-Store,$50mm - $100mm,$100k - $250k,1,"$8,365","$13,734","$5,369",0.6418,"$100,380",164808,Strategic Accounts
Mayo Distribution,"New Angelica, VT, US",Produce,$100mm - $250mm,$50 - $75k,1,"$5,105","$8,451","$3,346",0.6554000000000001,"$61,260",101412,Strategic Accounts
Miller Foods,"South Spencerstad, VA, US",Produce,$25mm - $50mm,$25k - $50k,3,"$2,572","$4,282","$1,710",0.6648999999999999,"$30,864",51384,Growth Accounts
Ramsey Logistics,"Moorebury, LA, US",Jan-San,< $10mm,$25k - $50k,1,"$2,799","$4,704","$1,905",0.6806,"$33,588",56448,Growth Accounts
Lewis Distribution,"North Vincent, WY, US",Ice Cream,< $10mm,$10k - $25k,1,"$1,778","$2,996","$1,218",0.685,"$21,336",35952,Growth Accounts
Jones Enterprises,"Jacksonfurt, CA, US",Specialty,$10mm - $25mm,$75k - $100k,2,"$6,689","$11,282","$4,593",0.6866,"$80,268",135384,Strategic Accounts
Chambers Enterprises,"Port Karenside, SK, Canada",Broadline,< $10mm,$25k - $50k,2,"$3,213","$5,441","$2,228",0.6934,"$38,556",65292,Growth Accounts
Bernard Enterprises,"Port Jacquelineside, KY, US",Meat,$500mm - $1bn,$250k+,1,"$25,277","$43,001","$17,724",0.7012,"$303,324",516012,Strategic Accounts
Wright Enterprises,"Meganside, OR, US",C-Store,$100mm - $250mm,$100k - $250k,2,"$17,311","$29,555","$12,244",0.7073,"$207,732",354660,Strategic Accounts
Potter Foods,"Smithchester, TN, US",Produce,$50mm - $100mm,$25k - $50k,3,"$3,480","$5,959","$2,479",0.7123999999999999,"$41,760",71508,Growth Accounts
Diaz Enterprises,"Robertshire, CO, US",Broadline,$10mm - $25mm,$75k - $100k,3,"$6,931","$11,881","$4,950",0.7142000000000001,"$83,172",142572,Strategic Accounts
Callahan Logistics,"West Raymondfort, NL, Canada",Produce,$100mm - $250mm,$100k - $250k,2,"$14,199","$24,553","$10,354",0.7292000000000001,"$170,388",294636,Strategic Accounts
Charles Distribution,"South Andrea, AB, Canada",Produce,$25mm - $50mm,$75k - $100k,2,"$6,392","$11,062","$4,670",0.7306,"$76,704",132744,Strategic Accounts
Flores Foods,"West Whitney, WY, US",Jan-San,$50mm - $100mm,$100k - $250k,2,"$11,329","$19,705","$8,376",0.7393000000000001,"$135,948",236460,Strategic Accounts
Pennington Supply Co.,"Turnerhaven, MA, US",Seafood,$10mm - $25mm,$50 - $75k,1,"$4,588","$8,011","$3,423",0.7461,"$55,056",96132,Growth Accounts
Lindsey Enterprises,"West Shane, SC, US",Produce,$10mm - $25mm,$25k - $50k,4,"$3,569","$6,274","$2,705",0.7579,"$42,828",75288,Growth Accounts
Thompson Enterprises,"Josephberg, MS, US",Jan-San,$25mm - $50mm,$75k - $100k,2,"$7,151","$12,631","$5,480",0.7663,"$85,812",151572,Strategic Accounts
Hawkins Enterprises,"Smithland, AL, US",C-Store,$100mm - $250mm,$100k - $250k,2,"$11,437","$20,432","$8,995",0.7865000000000001,"$137,244",245184,Strategic Accounts
Elliott Logistics,"South Curtis, NC, US",C-Store,$10mm - $25mm,$25k - $50k,1,"$3,359","$6,004","$2,645",0.7874,"$40,308",72048,Growth Accounts
Davenport Logistics,"North Jose, NL, Canada",Seafood,< $10mm,$10k - $25k,2,$879,"$1,586",$707,0.8043,"$10,548",19032,Growth Accounts
Aguirre Distribution,"Port Deanna, CO, US",Jan-San,$50mm - $100mm,$100k - $250k,1,"$9,618","$17,359","$7,741",0.8048000000000001,"$115,416",208308,Strategic Accounts
Hernandez Enterprises,"Kevinshire, FL, US",C-Store,$50mm - $100mm,$25k - $50k,1,"$2,717","$4,906","$2,189",0.8057,"$32,604",58872,Growth Accounts
Alexander Distribution,"Kellyhaven, PE, Canada",Broadline,$25mm - $50mm,$75k - $100k,2,"$7,248","$13,110","$5,862",0.8088,"$86,976",157320,Strategic Accounts
Waller Logistics,"Allenbury, NM, US",Broadline,$25mm - $50mm,$25k - $50k,1,"$4,134","$7,584","$3,450",0.8345,"$49,608",91008,Growth Accounts
Evans Foods,"Murraystad, AK, US",C-Store,$10mm - $25mm,$50 - $75k,1,"$4,260","$8,031","$3,771",0.8852,"$51,120",96372,Growth Accounts
Tran Foods,"North Christina, KS, US",Produce,$100mm - $250mm,$75k - $100k,3,"$7,416","$14,051","$6,635",0.8946999999999999,"$88,992",168612,Strategic Accounts
Harrison Supply Co.,"Rodgersville, WY, US",Jan-San,$250mm - $500mm,$100k - $250k,3,"$9,675","$18,419","$8,744",0.9037999999999999,"$116,100",221028,Strategic Accounts
